o_n,o_d,a_n,a_d,period
11415,8864,69169,24261,120319
18793,15036,43660,7827,64352
62393,31878,36427,13801,98308
19797,9344,79507,59424,294351
23949,1064,47098,44331,2057926
23068,689,70090,8939,2645923
12601,11132,49563,37120,98122
8373,4772,5359,4040,16491
59450,13989,84691,27416,476429
7607,3762,5153,4620,19761
24547,4977,13251,12536,127184
41041,32444,78565,38444,148014
91423,58235,82267,29463,175404
65982,8851,25136,21923,350813
94297,51304,23332,12363,65608
43084,37301,27723,12916,46940
78256,47681,45022,29471,122261
30867,4007,25699,22915,374487
54003,42943,80455,53043,167881
56083,36817,5224,4665,15064
81337,69570,66903,27502,110372
91437,52768,5805,3659,16399
59378,53319,94844,47789,158841
42289,24770,65563,25815,156007
35877,6898,6985,4766,61118
98297,3247,57239,50789,3270351
47639,2615,89552,38127,2326004
25016,20887,94773,87340,218113
21704,18135,10940,8727,23538
2395,846,59571,4394,181083
66185,50521,75467,30910,139359
4667,2146,64139,56764,262933
72307,29084,2678,1899,11379
72703,28593,48661,29013,197500
34711,24783,6650,3881,14749
91571,12136,82978,36165,898982
32079,6398,13851,6269,100880
53191,21056,95587,40650,344157
46381,24159,43327,7356,97303
97179,48740,18877,11020,59609
55785,52666,82591,52371,142955
29595,27574,26084,14577,43641
56720,18139,69133,62717,412290
83328,56453,39771,9502,72730
51238,8471,40235,14331,330050
18995,1344,73750,25941,1408951
12529,12263,28369,7690,36841
50679,22246,33673,27013,138250
23116,1615,93969,79073,2476804
49996,5145,30737,15964,453812
62931,24520,70552,21367,235911
52609,30696,13811,1230,25779
25169,14895,96974,12867,185605
47553,28144,25517,1965,46435
98503,45069,95615,13108,237625
59051,34196,15158,13623,49700
63545,21034,97881,26452,375618
19313,6842,3103,2384,15488
96497,14627,96981,8272,694373
74977,29979,44399,6600,127548
44891,27887,37807,3786,66954
80226,63721,66201,48433,144327
34208,5119,45799,40622,577513
88397,56763,77697,46337,193158
78981,25709,1637,1629,10034
60773,9048,94443,48085,957323
89744,69803,86341,33028,153470
24452,19111,1573,1459,3879
12209,9182,17166,11767,38472
42085,31571,7417,3682,14796
42202,30299,5187,2942,11322
45202,36231,73649,14822,110377
29056,17115,96190,95193,324910
17872,6989,1343,1254,6641
80156,56987,26718,10757,52711
10719,5021,19639,5020,52642
10186,5473,61665,27656,166238
17743,5133,4261,3003,25109
43947,31510,34951,31457,92620
22947,6191,77086,25273,379394
6291,1157,8627,1014,52421
36571,31775,14619,6233,23999
85656,41441,1496,419,3959
58845,30731,26137,8121,65599
39794,11443,93897,33457,442884
37153,36050,95323,77763,178382
91449,73133,56654,27869,105691
88791,33467,34458,30251,171679
31107,25900,53249,12977,79540
1123,1025,2085,907,3278
72702,69079,30437,4979,37274
83349,4373,94167,46781,2686456
77503,15854,78031,43379,593519
86637,83917,93783,30856,128679
36560,13949,11062,5561,43569
46575,15422,33949,14752,147079
87343,20190,72224,8263,348191
98996,379,60925,6571,17630169
92783,69779,54339,40531,126145
89098,18503,60902,31567,445269
87913,18925,81493,58587,650719
83203,15235,50730,5353,306287
30070,20961,93485,9493,147729
32408,5535,54299,11461,385032
93266,28661,80359,70037,489404
17436,1717,14509,3640,184301
37517,5299,25261,17441,302331
86921,45228,6475,4397,20894
30479,5761,52817,16849,368573
14045,6263,99413,61213,360210
65484,47273,96895,37429,186069
38866,27417,1562,1021,3662
30908,11299,54101,20183,203201
98471,74470,92125,81511,229598
35281,27820,99257,77981,224771
86861,3348,38697,11687,1307170
41987,36024,29137,21116,58572
11813,6273,85371,22433,203011
34406,9211,5861,628,24238
50053,26697,43207,13058,105488
32903,21974,57831,45301,154425
13166,4131,19117,2528,68986
82580,16981,92938,33067,612773
13150,5423,65937,50975,283495
9309,1129,24477,23653,396849
9959,8338,25116,1247,31488
67993,45243,55442,53929,164367
32479,15089,67471,30929,211806
64627,59757,28168,795,31323
45651,22010,46889,21920,142717
1018,499,42169,33021,153394
52371,49787,85184,32127,123400
30977,21442,1848,1055,4194
48005,17149,3527,664,11732
69015,46519,85225,68597,228208
65734,41799,31392,1889,52338
81607,71105,70488,49793,138046
77837,5128,97621,68416,2520246
45533,3988,15821,5470,243090
91317,62126,44101,40237,123966
60201,6571,3491,3141,60760
6143,75,41081,28239,5677770
43401,12565,19929,14444,118729
7853,4215,69826,45277,214449
49642,8757,84213,24848,618249
3344,1125,73731,64796,411764
75227,46694,47527,5814,85936
1296,787,97591,45498,235633
3465,3343,49225,16014,67620
16271,1950,85739,53945,1165538
99917,63372,79230,3863,131010
413,386,64943,64600,138604
95703,77996,91585,82731,213890
69904,37761,43228,40055,154175
83997,30887,34287,10807,122633
25609,10211,61978,10607,182042
17185,14258,36525,26474,75932
11015,4218,79893,39947,312953
19691,12860,75015,36976,171478
64515,58436,46888,19611,73417
95658,63263,69647,15753,129131
18601,7569,17031,10862,68548
25208,11033,59236,48021,245059
34335,32507,89412,12055,107172
64315,46697,26716,903,38039
4540,4211,30926,13397,47786
31610,29729,7051,5657,13512
51488,30275,78783,55849,228966
18921,12428,12659,12182,37819
44473,14122,44889,19040,201325
12023,2756,68274,6335,325481
60188,23919,19195,17629,92661
78973,76616,20500,3089,24315
3490,2137,70285,16056,141006
39255,28354,20807,20800,57603
71126,18943,93210,53507,550884
10088,3745,24892,5149,80922
84999,79225,87726,14231,109388
71358,3427,33875,20496,1132129
70516,66255,68100,24007,98030
57097,1789,49802,34647,2695240
12599,10117,40028,25051,81045
63857,25934,47969,11464,146341
18805,4902,77475,21373,379199
95787,60605,8177,7489,24760
28147,17844,95209,60638,245832
49101,15049,97082,54463,494452
26405,1758,40273,33620,1109866
44929,37064,93199,81645,211946
84448,84271,79880,43023,123161
55456,22347,91413,67636,394694
2527,1842,98627,68594,229407
29258,429,91815,17587,7461267
57087,39911,7220,2519,13931
94208,56093,24493,12996,62962
55954,36725,88621,72272,245136
4253,3042,3702,1175,6818
72210,58129,99133,71484,211947
9731,9450,20661,10217,31796
97799,88736,75357,37652,124551
10545,8966,82703,42284,146998
46060,16787,99886,7283,294050
82341,67,228,205,532144
78317,50820,20987,10059,47844
39757,27913,59466,5075,91927
84833,38050,81023,61821,318472
53406,25213,7655,4133,24969
48553,32358,43097,22445,98345
22436,12135,9561,1085,19684
88508,77907,44548,26423,80628
82159,49550,51575,31258,137345
3229,2953,79862,61567,154648
27837,20189,13261,7246,28275
78293,76642,31389,23630,56205
95841,51328,35981,31640,126264
37677,1630,45422,24593,1618377
38919,26507,42460,6951,72548
46519,20182,84733,35204,276452
49846,37035,83397,13261,130094
25315,8139,62279,21090,259305
10610,439,29985,15329,1095174
47605,39807,26416,18611,53847
72124,70157,82989,16799,102585
96266,21389,73697,26475,450846
139,112,88129,61404,185581
18715,13533,48799,34918,115773
10435,8973,6023,348,7409
37968,32653,4141,3688,9104
86127,44818,7437,499,15250
35481,25775,2755,641,4675
79981,47585,44905,38068,139461
61753,40467,22217,22167,67731
49281,36688,90662,75329,222967
73427,65814,86463,48172,150209
17433,8630,76318,13619,181677
33314,12007,5381,2750,22560
53047,45202,70709,32943,121641
37367,19638,38694,21127,113827
85495,42542,60541,3168,128033
73231,55370,67442,54039,160668
95765,75923,43762,41853,107990
11923,1234,67809,24856,895336
95081,5680,64835,15048,1337210
13468,11231,72847,34052,128191
5686,5639,42012,30659,73277
10093,619,74285,71089,2370371
38889,28861,30675,21533,70348
8117,4773,1397,148,2627
89578,51841,47953,46652,163471
76621,22467,21908,7593,100610
50375,24792,7745,4802,25495
64390,16313,34355,14623,193324
73246,63023,86019,9395,110891
97463,93625,43869,12575,58758
41749,29791,32724,24245,79836
58733,15021,26671,24415,199750
19253,17325,1766,661,2697
98465,49289,89729,7806,194847
29727,14396,92180,83601,362978
32021,5578,17033,16395,191896
22072,7141,65207,20714,265572
72435,56234,40045,31574,92252
25559,19186,93899,1894,127613
45668,43675,35635,10139,47863
32553,30514,70399,34130,111514
17559,2762,99355,13494,717421
6263,140,86452,85115,7675172
2136,487,27955,7677,156283
82628,7017,7010,3079,118802
97951,58278,93557,85178,300410
42845,37143,62756,38011,116236
39706,8765,61873,21130,376009
23420,4863,19328,3901,111870
93379,73107,74238,40951,147130
86422,22647,24429,12271,140049
10217,5131,53952,15817,138926
16947,14873,23112,9083,36684
13157,4084,21365,18742,129209
98909,64362,68518,25281,144146
30058,4367,28390,2033,209401
3962,1845,29649,13534,92733
93449,51937,46680,30497,138863
79301,72228,36051,12152,52923
38279,34958,38860,14221,58123
73126,28167,67327,42392,284848
19797,5656,22142,11211,116741
6316,1161,11981,3529,84377
59030,9959,17259,1885,113472
64958,57389,16324,10807,30709
1217,1138,33373,33315,71317
69365,68266,63262,56377,121565
96061,83161,66262,31203,112584
77200,73483,16312,5289,22694
1139,438,85253,69756,403094
39419,28634,55703,10417,91024
28921,24968,80953,10305,105706
96567,75938,88011,28261,147858
99735,12412,56901,34042,730761
13403,656,40059,35386,1541447
12820,8137,19549,2645,34967
79513,48036,44409,38878,137863
76334,55103,9791,6349,22359
59962,59351,35327,32113,68134
34393,10856,43578,38891,261270
14481,12392,40468,36205,89598
1887,499,57718,27165,320991
11843,1459,60485,12247,590381
38461,8008,77631,56930,646272
87061,19472,59624,28737,395070
95706,55873,68814,31493,171818
13907,4358,61009,22924,267842
80873,78785,71241,7330,80654
77973,19772,93326,84811,702503
21391,5899,98183,51529,542886
21962,11745,40884,33539,139164
35425,2547,22778,19737,591321
88006,49709,49851,16708,117838
80524,59871,26630,15339,56447
99319,33601,89927,80601,504053
74343,55597,57593,30267,117485
6056,89,52096,29453,5548997
55149,51352,2809,2769,5990
23740,19447,23743,13229,45134
24128,16157,13305,3424,24982
94046,21923,83167,18957,438095
19079,15106,12668,627,16791
90283,10807,85389,79427,1376893
46982,36159,47213,4833,67624
47959,41623,59441,35485,109376
46676,8033,88292,37439,730564
9239,705,24247,11067,462789
98891,27050,98007,38888,500469
84501,10441,73966,59633,1081242
64213,26264,97961,46840,354025
39853,37621,36143,7020,45724
47496,17803,54213,43975,261952
90031,89720,33934,11621,45713
4768,319,43133,14315,858659
98123,9568,91318,61175,1563866
95318,56299,7587,2834,17644
32131,30790,81026,79047,167044
32805,30451,73319,27500,108612
34889,9060,28860,18773,183429
37901,2308,89715,19322,1790559
66527,3664,86046,64423,2732056
33569,15676,24400,12473,78961
81717,53902,18638,3807,34027
85664,78649,24336,4567,31481
94697,79646,70129,11012,96474
3995,3308,78851,14959,113292
37732,11047,47768,26085,252251
72871,40473,97861,59588,283485
87777,14455,21233,7262,173033
3407,75,54035,47718,4622299
38108,23265,14627,11710,43139
26401,17638,81001,47263,191989
97709,13108,42641,40674,621043
91051,55781,81588,57245,226616
18243,16667,77939,73262,165498
45863,17375,89191,42343,347197
57088,18747,97110,33151,396668
56269,31919,21519,11935,58975
21646,191,40103,14418,6178856
4449,3361,31163,28129,78485
13106,4129,85357,11014,305894
51299,20439,92548,59787,382339
34185,10496,31702,23637,180236
97218,45359,91711,14742,228161
16703,4364,56975,34617,350564
83802,3415,95281,69194,4036116
1467,956,27472,13875,63448
8804,2353,43621,7032,189523
69130,52033,98923,52974,201808
77075,72541,90751,38759,137605
77777,36663,26330,6319,69262
81623,28881,24371,1910,74275
47326,42965,68468,26929,105080
7039,450,30619,29484,940145
17069,6352,98435,86766,497670
2600,1543,32629,17568,84583
78603,14998,81245,32316,595161
48823,9321,65908,4107,366736
16470,15347,29503,21629,54873
91850,86069,51073,8520,63596
92621,20072,31855,20828,243102
28151,19430,56265,48581,151906
43032,37973,78551,45137,140167
34779,3505,70607,48160,1178487
83525,27934,58016,10029,203460
13298,11533,72223,24565,111600
42783,4861,14750,1723,144983
9731,5596,60320,11731,125291
76618,40457,23907,17131,77718
72448,19551,10199,2788,48125
42376,9905,87067,79500,712614
25357,23329,38974,18095,62031
8572,1303,40446,12937,351189
60469,49571,44212,44193,107840
83923,62353,37555,36521,99701
38401,13297,33195,12949,133261
50885,12434,44544,32077,313565
68836,12867,93389,46839,750193
73079,58128,2014,1943,4975
28715,14972,36281,4916,79012
99009,22384,83781,54776,612866
13418,3167,24970,22057,199245
22040,16191,87917,71491,216995
98561,40120,3601,1395,12274
11080,3129,77334,51523,456291
78332,51911,14660,11081,38842
14110,12641,47107,46055,103989
81201,51389,54397,18609,115359
70883,39303,88734,41689,235218
5429,2736,67605,60497,254191
99039,23777,5000,2397,30811
11039,3257,27906,22693,171496
89815,58528,17369,14988,49654
64784,40715,17884,12843,48892
12780,12733,24203,4517,28826
13493,2778,76573,28932,512448
49691,29174,27304,24897,88912
98110,22917,97674,51401,638205
14971,5037,3054,2101,15322
9037,4442,3715,1368,10341
59504,49137,56009,1398,69518
1949,1680,29641,8347,44071
82457,58872,19137,571,27603
44287,14588,50541,30580,246271
68791,30373,27397,15207,96492
88579,22094,4315,3496,31316
91986,17519,80323,50641,687645
36021,11426,12311,4057,51601
1977,107,50647,44401,1756168
89169,24131,90013,36746,468401
98640,32251,43682,12697,172435
40961,19666,25347,1538,55997
90868,50579,79454,35511,206541
7615,2634,54914,16347,206018
93526,91271,13120,9623,23305
43937,19063,31319,159,72552
19925,11432,20912,10033,53934
23751,2239,48801,6674,588471
10599,2920,29887,24082,195896
94684,48189,89212,53381,280173
7555,2199,43757,14916,201580
29298,9539,59314,4581,196247
3011,1139,47857,39023,229672
1929,50,41161,36444,2994001
42662,34105,13799,12803,33277
41121,503,20786,14163,2857133
98480,68599,82580,843,119761
97271,47953,6829,2023,17956
52345,8469,48711,36611,527356
39787,11839,73046,38043,373334
93982,43667,83290,8847,198301
58901,58233,77245,20908,99279
10248,1075,19306,17541,351263
7898,7849,46528,21463,68415
66553,18683,97714,93289,680395
36203,21902,5024,307,8812
38273,31637,25471,20098,55127
44013,30887,93263,6380,141988
11872,11635,20788,4123,25418
44174,22735,68989,60053,250728
86525,19033,48827,41451,410409
89624,51149,26051,6568,57155
64640,18899,2119,305,8291
75326,4793,17315,8693,408737
79997,12443,7119,2402,61211
13576,1159,1011,463,17266
62422,54935,46612,19885,75560
48648,20543,32679,28049,143811
8113,998,8705,4679,108802
85663,77210,32123,10950,47788
4864,4315,15593,4634,22800
5901,5696,65675,37362,106745
8911,6345,20627,12093,45952
16782,15103,78492,5315,93123
47483,2342,8596,3693,249154
67224,10727,44341,16512,381354
88447,86968,96959,52189,151684
14997,8485,57050,55119,198256
4824,3259,51038,48183,146867
11715,3893,89255,58707,445254
68575,12431,25976,16009,231608
64968,17065,62641,59526,465100
31862,24359,78845,49771,168232
26448,22007,21681,18397,48166
81014,59417,72057,48968,165015
24876,21127,35900,3229,46072
19559,8448,44546,26215,163827
70124,13029,36983,16321,286890
49859,34397,84085,2943,126148
88103,67502,13043,5808,24604
17277,469,85359,33740,4387363
81859,40453,81227,75048,316231
88698,179,30542,17787,23947965
46805,29844,2076,1121,5014
83473,16091,92902,58543,785630
11369,1321,73125,54133,1095228
49611,35245,95644,26391,171777
75973,71392,91660,11757,110053
20605,7523,20608,17965,105648
24417,6203,71891,14131,338611
94957,80463,27548,6815,40553
28279,25338,14137,8945,25761
28073,4408,69827,59051,820779
93891,35317,98864,65217,436213
15177,10360,53581,45520,145180
33222,1009,30401,14704,1485113
89698,18121,45209,4044,243800
10727,1749,66758,47605,701413
13647,10367,57649,37624,125416
28742,6697,96692,69685,714053
49703,18095,86067,13427,273289
41623,5601,32351,31606,475287
51296,48455,14147,1284,16336
89678,20741,64149,8450,313897
56514,3985,47735,12223,850305
67094,36007,91379,78843,317184
40493,2469,28489,23849,858373
42953,24490,30069,17869,84079
17988,6367,50272,45981,271934
53191,6443,21049,8749,246001
2068,967,1597,385,4239
33229,4279,24401,21169,353878
37793,26170,48826,38251,125751
39657,9007,21987,901,100774
35720,2701,535,212,9879
22340,11919,12233,9654,41023
68959,21501,76281,73543,480522
3076,1737,67603,58889,224001
44762,2841,7922,355,130410
56739,42424,40109,13113,71180
43037,14579,93703,8203,300825
25760,4169,19009,1961,129572
24341,3671,90361,73723,1087979
9521,7169,8783,4126,17144
58421,28142,8385,3089,23819
75283,58361,42356,6339,62815
63628,60603,6308,2313,9051
43859,19123,90809,71832,373021
35927,3687,97756,91505,1844204
99346,9751,40010,4781,456344
43317,6805,62977,22242,542458
33089,12897,3784,109,9988
80937,78779,44300,25169,71372
7937,7284,44929,9561,59375
81298,8297,49247,11681,597002
27400,23131,58199,6246,76339
84685,22841,95697,9902,391517
26333,6332,85853,83537,704445
70895,40159,12329,7902,35715
23127,1424,59941,12900,1183002
15158,1535,54298,32025,852433
21994,6011,15898,3037,69283
33266,4353,24666,21277,351100
36404,30075,25358,12251,45524
73487,68786,86111,66296,162823
83093,41118,44543,38479,167774
28179,25445,30307,6079,40296
28783,27936,52759,33715,89096
30083,25201,65899,2519,81672
6029,3711,80566,50113,212305
5247,4253,49418,39657,109893
44693,30647,10342,5459,23042
9181,6582,96766,49319,203769
28184,21735,5371,4342,12595
67753,3254,62077,48892,2310536
27540,7583,48230,9701,210395
88244,47721,21019,10439,58171
98727,81494,14965,11393,31932
96307,84492,45545,21854,76823
19813,9449,85814,40229,264291
4822,1255,91676,87281,687594
83543,2293,4434,1063,200278
69496,24615,16109,6815,64721
1472,1389,5653,2482,8621
38148,19769,32097,10085,81398
17804,5731,75873,56404,410934
1057,778,58524,29117,119070
94322,40705,15359,9733,58144
64478,36379,14096,8907,40770
97974,22847,3179,622,16300
47193,2810,11059,3911,251416
